Order reference,uuid_brand,brand category,carrier,ts_submitted,Order amount,fg_stock_issues,fg_on_time,fg_reception_issues,Reception Issue
O_6GTPZL7H_047,1ed6b376-af27-6000-86e5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-25 22:09:34.000000 UTC,€158.97,FALSE,TRUE,FALSE,OK - No Reception Issue
O_Y55SS52A_679,1ed6b376-af27-6000-86e5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-14 20:51:56.000000 UTC,€167.04,FALSE,TRUE,FALSE,OK - No Reception Issue
O_P9RC1VQK_547,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-01-10 09:37:20.000000 UTC,€114.72,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XEM3KX9R_523,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,cogepart,2024-04-11 13:56:44.000000 UTC,€108.18,FALSE,TRUE,FALSE,OK - No Reception Issue
O_J6KEXK1K_443,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-02-14 10:02:01.000000 UTC,€124.07,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RE1RMPKF_189,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-01-18 16:19:03.000000 UTC,€111.75,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YBYCFK3J_723,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-06-26 13:39:29.000000 UTC,€100.86,TRUE,TRUE,FALSE,OK - No Reception Issue
O_2GYW1RM4_540,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-02-29 12:59:32.000000 UTC,€143.40,FALSE,TRUE,FALSE,OK - No Reception Issue
O_SKJ1XAF2_870,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-04-15 19:44:50.000000 UTC,€130.81,FALSE,TRUE,FALSE,OK - No Reception Issue
O_BFA8YD69_466,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-09-20 08:15:42.000000 UTC,€126.07,FALSE,TRUE,FALSE,OK - No Reception Issue
O_NSPKTED5_375,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-03-03 10:29:05.000000 UTC,€117.73,TRUE,TRUE,FALSE,OK - No Reception Issue
O_N5PLH3K1_656,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-01-20 15:27:50.000000 UTC,€110.94,FALSE,FALSE,TRUE,Defective
O_3WD5X1NZ_998,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-03-12 09:16:38.000000 UTC,€120.47,FALSE,FALSE,FALSE,OK - No Reception Issue
O_BNJ8T5SP_448,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-03-19 09:21:09.000000 UTC,€126.60,FALSE,TRUE,FALSE,OK - No Reception Issue
O_NB73DE4B_866,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-04-18 05:14:34.000000 UTC,€174.92,TRUE,TRUE,FALSE,OK - No Reception Issue
O_6FYQRMLZ_214,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-01-03 09:01:53.000000 UTC,€178.93,FALSE,TRUE,FALSE,OK - No Reception Issue
O_838D9S9F_181,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-05-08 05:54:46.000000 UTC,€126.07,FALSE,TRUE,FALSE,OK - No Reception Issue
O_H8CQA47B_595,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-03-05 17:51:20.000000 UTC,€87.24,TRUE,FALSE,FALSE,OK - No Reception Issue
O_11SNHN33_606,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-03-21 20:40:51.000000 UTC,€118.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LL3FV74Z_044,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-01-29 12:14:23.000000 UTC,€112.80,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RBAMZV3X_935,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,dpd,2024-03-06 19:56:02.000000 UTC,€124.07,FALSE,FALSE,FALSE,OK - No Reception Issue
O_1HGAYLX4_736,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,cogepart,2024-04-16 19:42:21.000000 UTC,€191.58,TRUE,FALSE,FALSE,OK - No Reception Issue
O_8M9PNQYP_680,1ed6b37b-7d64-6680-93da-567a60de2e1c,Food & Drinks,cogepart,2024-01-25 15:14:08.000000 UTC,€161.88,FALSE,TRUE,FALSE,OK - No Reception Issue
O_N7XG5PNJ_996,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-02-28 17:19:11.000000 UTC,€91.47,TRUE,FALSE,FALSE,OK - No Reception Issue
O_YCJ8FPZV_057,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-18 07:33:29.000000 UTC,€253.20,FALSE,TRUE,FALSE,OK - No Reception Issue
O_FQ6TLPKC_317,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-06 22:31:11.000000 UTC,€255.73,FALSE,TRUE,FALSE,OK - No Reception Issue
O_CRHBTJ78_562,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-05-10 16:41:40.000000 UTC,€132.30,FALSE,TRUE,FALSE,OK - No Reception Issue
O_GJFGXYF7_675,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-07 11:46:06.000000 UTC,€122.49,FALSE,TRUE,FALSE,OK - No Reception Issue
O_G7VNDFJE_145,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-03 11:16:31.000000 UTC,€154.45,FALSE,TRUE,FALSE,OK - No Reception Issue
O_3CZ47T2Z_754,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-09-04 09:48:42.000000 UTC,€154.45,FALSE,TRUE,FALSE,OK - No Reception Issue
O_PGYVB7W1_478,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-09-11 08:10:42.000000 UTC,€189.27,FALSE,TRUE,FALSE,OK - No Reception Issue
O_SW5S49LN_923,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-07-16 12:53:31.000000 UTC,€253.20,TRUE,TRUE,FALSE,OK - No Reception Issue
O_59Y9F7Z2_430,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-09-09 10:29:44.000000 UTC,€142.11,FALSE,FALSE,FALSE,OK - No Reception Issue
O_GETAY7LN_260,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-13 10:11:41.000000 UTC,€151.92,FALSE,TRUE,FALSE,OK - No Reception Issue
O_XPDQ8HMW_263,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-11 09:40:29.000000 UTC,€365.88,TRUE,TRUE,FALSE,OK - No Reception Issue
O_DLQCWYPT_509,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-14 23:23:12.000000 UTC,€132.30,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LPZL6PHG_377,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-28 17:10:31.000000 UTC,€142.11,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LAMDV2C3_373,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-16 08:46:31.000000 UTC,€122.49,FALSE,TRUE,FALSE,OK - No Reception Issue
O_P6BFGHLP_474,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-02-12 11:10:50.000000 UTC,€253.20,FALSE,TRUE,FALSE,OK - No Reception Issue
O_R3LS6699_544,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-29 07:23:21.000000 UTC,€151.92,FALSE,FALSE,FALSE,OK - No Reception Issue
O_SWKTMJ11_352,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-16 17:15:08.000000 UTC,€135.05,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8765ABKT_370,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-09-01 19:07:00.000000 UTC,€122.49,FALSE,TRUE,FALSE,OK - No Reception Issue
O_6B3DQACD_012,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-13 10:08:17.000000 UTC,€132.30,FALSE,TRUE,FALSE,OK - No Reception Issue
O_W9V3S1XK_651,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-07-08 10:34:08.000000 UTC,€197.18,FALSE,TRUE,TRUE,Missing
O_7Y3G1G4Y_572,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-12 08:22:22.000000 UTC,€202.56,FALSE,TRUE,FALSE,OK - No Reception Issue
O_EGEPBQMD_437,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-10 08:46:09.000000 UTC,€132.30,FALSE,FALSE,FALSE,OK - No Reception Issue
O_ZQLW8VEA_228,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-27 16:28:10.000000 UTC,€228.20,FALSE,TRUE,FALSE,OK - No Reception Issue
O_FBHSWPZC_247,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-20 08:15:48.000000 UTC,€151.92,FALSE,TRUE,FALSE,OK - No Reception Issue
O_J5QK7W2Q_372,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-03 08:06:53.000000 UTC,€157.62,FALSE,TRUE,FALSE,OK - No Reception Issue
O_V2D6GRNB_005,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-03 09:32:37.000000 UTC,€101.28,FALSE,FALSE,TRUE,Damaged
O_PMW5ARZ2_691,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-10 12:50:47.000000 UTC,€325.05,FALSE,TRUE,FALSE,OK - No Reception Issue
O_VBPZWTAQ_972,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-15 15:48:12.000000 UTC,€308.90,FALSE,TRUE,FALSE,OK - No Reception Issue
O_ZNSLTKMH_486,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-03-04 11:02:39.000000 UTC,€122.49,FALSE,FALSE,FALSE,OK - No Reception Issue
O_TVVMS6TS_254,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-09-24 11:05:42.000000 UTC,€142.11,FALSE,TRUE,FALSE,OK - No Reception Issue
O_61PD18PT_876,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-13 15:32:02.000000 UTC,€192.44,FALSE,TRUE,FALSE,OK - No Reception Issue
O_SNYRWYSJ_305,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-01-22 12:14:35.000000 UTC,€238.14,FALSE,FALSE,FALSE,OK - No Reception Issue
O_1WEMDY7A_964,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-05 14:22:17.000000 UTC,€126.60,FALSE,TRUE,FALSE,OK - No Reception Issue
O_J8N32LDD_093,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-29 20:27:10.000000 UTC,€126.60,FALSE,FALSE,FALSE,OK - No Reception Issue
O_DBLT84D7_010,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-07-05 15:20:02.000000 UTC,€154.45,FALSE,TRUE,FALSE,OK - No Reception Issue
O_M9VV5HFL_561,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-02-17 12:33:22.000000 UTC,€182.94,FALSE,TRUE,FALSE,OK - No Reception Issue
O_4YS5GY97_945,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-05-19 15:02:34.000000 UTC,€132.30,TRUE,TRUE,FALSE,OK - No Reception Issue
O_77AK95JJ_341,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-28 17:08:35.000000 UTC,€228.20,FALSE,TRUE,FALSE,OK - No Reception Issue
O_2GW2RKK3_582,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-01-08 13:58:59.000000 UTC,€213.96,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YJ2NY1EB_223,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-08 17:36:13.000000 UTC,€151.92,FALSE,FALSE,FALSE,OK - No Reception Issue
O_7NNFD2DN_015,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-04 13:51:48.000000 UTC,€197.18,FALSE,TRUE,FALSE,OK - No Reception Issue
O_WV2M7HZE_759,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-05-06 18:13:07.000000 UTC,€227.88,FALSE,TRUE,FALSE,OK - No Reception Issue
O_WGDG78PD_626,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-27 08:36:10.000000 UTC,€154.45,FALSE,TRUE,FALSE,OK - No Reception Issue
O_KV1W6KBW_333,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-22 10:57:08.000000 UTC,€127.91,FALSE,TRUE,FALSE,OK - No Reception Issue
O_9NMECRYL_438,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-02-14 18:44:24.000000 UTC,€182.94,FALSE,TRUE,FALSE,OK - No Reception Issue
O_VA99RN55_777,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-18 09:38:50.000000 UTC,€154.45,FALSE,TRUE,FALSE,OK - No Reception Issue
O_CTNC2Q8X_230,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-13 09:47:54.000000 UTC,€264.60,FALSE,TRUE,FALSE,OK - No Reception Issue
O_GBWFPRW8_248,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-24 07:54:29.000000 UTC,€179.77,FALSE,FALSE,FALSE,OK - No Reception Issue
O_XNDSGET6_356,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-07 10:17:42.000000 UTC,€132.30,FALSE,FALSE,FALSE,OK - No Reception Issue
O_W8GGJDQL_666,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-02-20 14:24:18.000000 UTC,€126.60,FALSE,TRUE,FALSE,OK - No Reception Issue
O_N7ZL1YQD_689,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-03-09 17:22:31.000000 UTC,€227.88,TRUE,TRUE,FALSE,OK - No Reception Issue
O_VQPMB1DC_645,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-29 18:56:24.000000 UTC,€264.60,FALSE,TRUE,FALSE,OK - No Reception Issue
O_7VZSVXGJ_322,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-25 18:33:13.000000 UTC,€144.00,FALSE,TRUE,TRUE,Damaged
O_A3TPLMGZ_444,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-30 06:07:43.000000 UTC,€243.39,FALSE,TRUE,FALSE,OK - No Reception Issue
O_LBPDTG8S_270,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-06-16 11:56:16.000000 UTC,€182.94,FALSE,TRUE,FALSE,OK - No Reception Issue
O_SVE1PKS8_506,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,cogepart,2024-01-10 16:13:52.000000 UTC,€182.94,FALSE,FALSE,FALSE,OK - No Reception Issue
O_127CH96Y_404,1ed6b390-506e-6800-83f5-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-04 11:37:03.000000 UTC,€151.92,FALSE,TRUE,FALSE,OK - No Reception Issue
O_9RYQ7QSQ_204,1ed6b379-1b0a-6680-8d6f-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-22 10:26:58.000000 UTC,€126.60,FALSE,TRUE,FALSE,OK - No Reception Issue
O_TF9J6LFH_934,1ed6b379-1b0a-6680-8d6f-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-16 22:47:39.000000 UTC,€155.72,FALSE,TRUE,FALSE,OK - No Reception Issue
O_8RHBRDHX_458,1ed6b379-1b0a-6680-8d6f-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-26 10:03:16.000000 UTC,€120.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_W784W8LM_590,1ed6b379-1b0a-6680-8d6f-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-22 10:25:35.000000 UTC,€168.80,FALSE,TRUE,FALSE,OK - No Reception Issue
O_H6L3ZJXC_007,1ed6b379-1b0a-6680-8d6f-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-30 14:07:42.000000 UTC,€196.23,FALSE,TRUE,FALSE,OK - No Reception Issue
O_R9479CCX_890,1ed6b379-1b0a-6680-8d6f-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-20 15:47:44.000000 UTC,€173.02,FALSE,FALSE,FALSE,OK - No Reception Issue
O_RY3BTPEF_025,1ed6b379-1b0a-6680-8d6f-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-10 22:53:30.000000 UTC,€252.00,FALSE,TRUE,FALSE,OK - No Reception Issue
O_CE6KDLSM_886,1ed6b379-1b0a-6680-8d6f-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-15 17:59:05.000000 UTC,€490.60,FALSE,TRUE,FALSE,OK - No Reception Issue
O_SEQ6RZWR_418,1ed6b379-1b0a-6680-8d6f-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-21 12:07:03.000000 UTC,€588.72,TRUE,FALSE,FALSE,OK - No Reception Issue
O_3369R93S_100,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-07-25 10:32:08.000000 UTC,€144.33,FALSE,TRUE,FALSE,OK - No Reception Issue
O_29CV5EWF_387,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-06 15:36:16.000000 UTC,€144.32,FALSE,TRUE,FALSE,OK - No Reception Issue
O_61E323LH_965,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-26 09:42:00.000000 UTC,€240.54,FALSE,FALSE,TRUE,Defective
O_9ZK4GVT5_693,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-05-04 17:38:41.000000 UTC,€168.38,FALSE,FALSE,FALSE,OK - No Reception Issue
O_EPKFQZQR_742,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-25 10:04:06.000000 UTC,€123.06,FALSE,FALSE,FALSE,OK - No Reception Issue
O_F2FRG5L4_781,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-07-09 12:09:36.000000 UTC,€168.38,FALSE,TRUE,FALSE,OK - No Reception Issue
O_V363DB8R_853,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-18 12:07:48.000000 UTC,€123.06,FALSE,TRUE,TRUE,Defective
O_N6GNKEWZ_665,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-08 11:43:54.000000 UTC,€144.32,FALSE,FALSE,FALSE,OK - No Reception Issue
O_35YXRNHB_225,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-25 16:00:35.000000 UTC,€123.06,FALSE,TRUE,FALSE,OK - No Reception Issue
O_FF7BWSKT_554,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-07 12:49:18.000000 UTC,€144.33,FALSE,TRUE,FALSE,OK - No Reception Issue
O_BARP8741_463,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-22 12:16:11.000000 UTC,€143.57,FALSE,FALSE,TRUE,Wrong
O_4SBJ8B23_583,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-02-09 17:39:00.000000 UTC,€96.21,TRUE,FALSE,FALSE,OK - No Reception Issue
O_KA5EGR9T_164,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-25 17:21:03.000000 UTC,€123.06,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YL55YWJE_689,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-25 15:16:29.000000 UTC,€123.06,FALSE,TRUE,FALSE,OK - No Reception Issue
O_7VMHBGDE_286,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-08-20 07:22:36.000000 UTC,€192.43,FALSE,TRUE,FALSE,OK - No Reception Issue
O_SY2624PA_694,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,cogepart,2024-05-27 09:47:34.000000 UTC,€137.48,FALSE,TRUE,FALSE,OK - No Reception Issue
O_27QTBG43_870,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-07-05 08:15:52.000000 UTC,€216.48,FALSE,TRUE,FALSE,OK - No Reception Issue
O_ANJYHBYY_841,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-18 15:03:12.000000 UTC,€137.49,FALSE,TRUE,FALSE,OK - No Reception Issue
O_GXCJJJTB_064,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-22 15:21:31.000000 UTC,€192.44,FALSE,FALSE,FALSE,OK - No Reception Issue
O_SVRJHG1D_400,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-02 16:34:20.000000 UTC,€264.59,FALSE,FALSE,TRUE,Defective
O_33Q3GCHZ_792,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-07-15 12:24:30.000000 UTC,€120.27,FALSE,TRUE,FALSE,OK - No Reception Issue
O_RDX4CJ1Z_856,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-25 10:12:15.000000 UTC,€114.57,TRUE,FALSE,FALSE,OK - No Reception Issue
O_YSN3KCRJ_323,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-11 09:35:05.000000 UTC,€173.20,FALSE,FALSE,TRUE,Damaged
O_GZ2DPKYX_504,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-28 17:54:25.000000 UTC,€264.59,FALSE,TRUE,TRUE,Missing
O_SJ2HHSLW_291,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-07-15 17:16:23.000000 UTC,€264.59,FALSE,FALSE,FALSE,OK - No Reception Issue
O_YMGVH89P_198,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-21 15:19:26.000000 UTC,€137.49,FALSE,TRUE,FALSE,OK - No Reception Issue
O_Y2S1ZA37_503,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-16 08:46:32.000000 UTC,€144.30,FALSE,TRUE,FALSE,OK - No Reception Issue
O_NWFAJHE8_870,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,cogepart,2024-04-10 19:46:48.000000 UTC,€129.90,FALSE,FALSE,FALSE,OK - No Reception Issue
O_38Z4JT18_264,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-27 15:42:45.000000 UTC,€120.27,FALSE,TRUE,FALSE,OK - No Reception Issue
O_4FDSTW1M_328,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-09 06:51:23.000000 UTC,€108.25,FALSE,FALSE,FALSE,OK - No Reception Issue
O_W5A79WH8_831,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-01-04 15:32:53.000000 UTC,€192.44,FALSE,TRUE,FALSE,OK - No Reception Issue
O_YAHHNC9X_497,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-22 15:53:31.000000 UTC,€123.06,FALSE,TRUE,FALSE,OK - No Reception Issue
O_5WLASHL2_125,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-02 10:14:15.000000 UTC,€168.37,FALSE,TRUE,FALSE,OK - No Reception Issue
O_EAD7VR56_286,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-27 16:45:27.000000 UTC,€120.26,FALSE,TRUE,FALSE,OK - No Reception Issue
O_FCL7JVPT_959,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-04-16 19:42:22.000000 UTC,€129.90,FALSE,FALSE,TRUE,Not received
O_JC5VLZXP_293,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-25 12:00:27.000000 UTC,€123.06,FALSE,TRUE,FALSE,OK - No Reception Issue
O_SCY1LCNK_285,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-03-28 08:44:02.000000 UTC,€120.26,FALSE,FALSE,TRUE,Defective
O_WFJC1KQ4_219,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel,2024-06-28 00:19:51.000000 UTC,€168.35,FALSE,TRUE,FALSE,OK - No Reception Issue
O_1ZLRP387_493,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,kuehne_nagel_first,2024-09-20 11:19:07.000000 UTC,€144.31,FALSE,TRUE,FALSE,OK - No Reception Issue
O_R1GXLF9F_791,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,cogepart,2024-01-02 21:36:59.000000 UTC,€288.65,FALSE,TRUE,FALSE,OK - No Reception Issue
O_QSFR42T9_618,1ed6b380-7b50-6d80-a188-567a60de2e1c,Food & Drinks,cogepart,2024-03-20 09:04:38.000000 UTC,€96.20,FALSE,FALSE,TRUE,Defective
