,EmployeeNumber,Age,Attrition,Department,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,TrainingTimesLastYear,Gender,OverTime,PerformanceRating,JobInvolvement,JobLevel,JobRole
619,855,33,No,Sales,9,8,0,8,9,5,Male,No,4,4,2,Sales Executive
620,856,35,No,Research & Development,6,5,1,1,6,3,Female,No,3,2,1,Research Scientist
621,857,36,No,Sales,18,14,4,11,18,1,Male,Yes,3,3,2,Sales Executive
622,859,32,No,Sales,5,2,0,3,8,3,Male,No,3,3,2,Sales Executive
623,861,30,No,Research & Development,5,4,0,3,10,3,Male,No,3,2,1,Research Scientist
624,862,53,No,Sales,5,2,0,4,35,3,Female,Yes,3,2,3,Sales Executive
625,864,45,No,Sales,5,4,0,2,18,2,Male,Yes,3,3,3,Sales Executive
626,865,32,No,Research & Development,5,3,1,3,9,3,Female,No,3,4,2,Research Scientist
627,867,52,No,Research & Development,9,8,0,0,31,3,Female,No,4,2,4,Manufacturing Director
628,868,37,No,Sales,1,0,0,0,9,2,Male,No,3,2,2,Sales Executive
629,869,28,No,Human Resources,5,1,0,4,6,6,Male,No,3,2,1,Human Resources
630,872,22,No,Research & Development,2,2,2,2,4,2,Male,No,4,2,2,Manufacturing Director
631,874,44,No,Research & Development,3,2,0,2,10,2,Male,Yes,4,4,1,Laboratory Technician
632,875,42,No,Research & Development,2,1,2,2,8,2,Male,Yes,3,3,1,Research Scientist
633,878,36,No,Human Resources,5,4,0,3,6,3,Male,No,4,2,1,Human Resources
634,879,25,No,Sales,5,3,0,3,5,3,Male,Yes,3,3,2,Sales Executive
635,880,35,No,Research & Development,17,14,5,15,17,2,Female,Yes,4,2,3,Manufacturing Director
636,881,35,Yes,Research & Development,10,2,7,8,10,3,Female,Yes,3,3,1,Research Scientist
637,882,32,No,Research & Development,3,0,0,2,4,2,Male,No,3,3,1,Laboratory Technician
638,885,25,No,Sales,5,2,0,3,5,1,Male,No,3,2,2,Sales Executive
639,887,49,No,Research & Development,4,2,0,2,7,2,Female,No,3,3,1,Research Scientist
640,888,24,No,Research & Development,5,2,3,4,6,2,Male,No,3,2,1,Laboratory Technician
641,889,32,No,Sales,10,8,5,3,10,3,Male,No,3,3,2,Sales Executive
642,893,38,No,Sales,2,2,1,2,3,3,Male,No,3,2,1,Sales Representative
643,894,42,No,Research & Development,5,3,1,3,17,1,Female,Yes,3,4,2,Laboratory Technician
644,895,31,No,Research & Development,6,4,0,2,8,2,Male,Yes,3,3,1,Research Scientist
645,896,29,Yes,Sales,3,2,0,2,5,3,Female,Yes,3,2,1,Sales Representative
646,897,53,No,Sales,2,0,2,2,28,3,Male,No,3,3,4,Sales Executive
647,899,35,No,Research & Development,13,10,4,8,16,2,Male,No,3,2,3,Manufacturing Director
648,900,37,No,Sales,5,4,0,0,10,3,Female,No,3,3,1,Sales Representative
649,901,53,No,Research & Development,12,9,3,8,33,0,Female,No,3,3,4,Research Director
650,902,43,No,Research & Development,5,2,2,2,12,2,Female,No,3,3,2,Healthcare Representative
651,903,47,No,Sales,7,6,7,7,8,2,Female,Yes,4,3,2,Sales Executive
652,904,37,No,Sales,10,0,0,9,10,2,Male,Yes,3,3,3,Sales Executive
653,905,50,No,Research & Development,31,6,14,7,31,3,Male,No,3,3,4,Manager
654,909,39,No,Human Resources,5,4,0,4,13,2,Female,No,3,2,2,Human Resources
655,910,33,No,Human Resources,4,3,0,3,7,4,Male,Yes,3,3,1,Human Resources
656,911,32,Yes,Research & Development,1,0,0,1,1,2,Male,Yes,4,3,1,Laboratory Technician
657,912,29,No,Research & Development,4,3,0,3,8,5,Female,No,3,2,1,Laboratory Technician
658,913,44,No,Research & Development,8,7,7,1,8,0,Male,Yes,3,3,1,Research Scientist
659,916,28,No,Sales,4,2,0,2,4,3,Male,No,3,3,2,Sales Executive
660,918,58,Yes,Research & Development,1,0,0,0,3,3,Male,Yes,3,2,1,Laboratory Technician
661,920,43,No,Research & Development,1,0,0,0,4,2,Female,No,4,3,2,Manufacturing Director
662,922,20,Yes,Sales,2,2,0,2,2,3,Female,No,3,2,1,Sales Representative
663,923,21,Yes,Research & Development,1,0,0,0,1,3,Female,No,3,3,1,Research Scientist
664,924,36,No,Research & Development,16,8,4,11,17,2,Male,Yes,3,3,2,Healthcare Representative
665,925,47,No,Sales,3,2,1,2,3,3,Female,Yes,3,2,1,Sales Representative
666,926,22,Yes,Research & Development,3,2,0,2,4,3,Female,Yes,3,3,2,Manufacturing Director
667,927,41,Yes,Research & Development,7,7,1,0,10,1,Female,Yes,3,1,1,Laboratory Technician
668,930,28,No,Research & Development,2,2,2,2,6,2,Female,No,3,3,1,Research Scientist
669,932,39,Yes,Research & Development,2,2,2,2,8,2,Male,Yes,4,3,1,Laboratory Technician
670,933,27,No,Research & Development,1,1,0,0,1,2,Female,No,3,3,1,Research Scientist
671,934,34,No,Research & Development,1,0,1,0,1,3,Male,No,3,3,1,Laboratory Technician
672,936,42,No,Sales,5,4,0,3,10,6,Female,No,3,2,2,Sales Executive
673,939,33,No,Research & Development,3,2,0,2,6,1,Male,Yes,3,2,1,Research Scientist
674,940,58,No,Research & Development,6,0,0,4,24,3,Female,Yes,3,2,3,Healthcare Representative
675,941,31,No,Sales,7,7,5,2,13,2,Male,No,3,2,1,Sales Representative
676,942,35,No,Research & Development,10,6,0,7,10,2,Female,Yes,4,3,2,Healthcare Representative
677,944,49,No,Research & Development,26,9,1,7,29,3,Female,No,3,3,3,Laboratory Technician
678,945,48,No,Research & Development,0,0,0,0,13,2,Male,No,3,3,1,Research Scientist
679,947,31,No,Sales,9,8,0,0,9,2,Female,No,3,3,2,Sales Executive
680,949,36,No,Research & Development,6,2,0,1,8,6,Male,No,3,3,1,Research Scientist
681,950,38,No,Research & Development,15,12,5,11,15,3,Female,No,3,3,3,Research Director
682,951,32,No,Research & Development,3,0,0,2,5,3,Female,No,4,2,1,Laboratory Technician
683,952,25,Yes,Sales,1,0,0,0,1,2,Male,Yes,3,2,1,Sales Representative
684,954,40,No,Sales,1,0,0,0,11,2,Male,No,3,2,3,Sales Executive
685,956,26,No,Sales,7,7,0,7,7,2,Male,No,3,2,2,Sales Executive
686,957,41,No,Research & Development,18,13,2,17,20,3,Male,Yes,3,3,1,Laboratory Technician
687,958,36,No,Research & Development,11,8,3,9,16,6,Male,No,4,3,1,Laboratory Technician
688,959,19,Yes,Sales,1,0,0,0,1,3,Male,Yes,3,2,1,Sales Representative
689,960,20,Yes,Research & Development,1,0,0,0,1,2,Male,No,3,3,1,Laboratory Technician
690,961,31,No,Research & Development,9,7,8,5,10,2,Female,Yes,3,3,2,Healthcare Representative
691,964,40,No,Research & Development,1,1,0,0,3,2,Male,Yes,3,3,1,Research Scientist
692,966,32,No,Research & Development,8,7,6,3,8,2,Female,No,3,3,2,Manufacturing Director
693,967,36,Yes,Sales,16,7,3,7,16,6,Male,Yes,3,2,3,Sales Executive
694,969,33,No,Research & Development,5,0,1,4,6,3,Female,No,3,2,2,Healthcare Representative
695,970,37,Yes,Sales,14,1,11,7,17,2,Male,No,3,2,3,Sales Executive
696,972,45,No,Research & Development,9,7,0,8,9,5,Male,No,3,3,2,Laboratory Technician
697,974,29,No,Sales,3,1,0,2,3,5,Female,No,3,3,1,Sales Representative
698,975,35,No,Sales,5,2,1,0,5,3,Female,No,3,3,2,Sales Executive
699,976,52,No,Research & Development,9,8,7,8,26,2,Male,No,3,3,4,Manager
700,977,58,Yes,Research & Development,1,0,0,0,7,4,Male,No,4,3,1,Research Scientist
701,981,53,No,Sales,17,13,15,2,22,3,Male,No,3,3,4,Manager
702,982,30,No,Sales,8,4,7,7,10,2,Male,No,3,3,3,Sales Executive
703,983,38,No,Sales,5,3,1,3,6,1,Female,Yes,3,3,2,Sales Executive
704,984,35,No,Sales,10,9,0,8,12,2,Male,No,3,3,3,Sales Executive
705,985,39,No,Sales,8,7,0,7,9,3,Male,No,3,4,3,Sales Executive
706,986,40,Yes,Sales,1,0,0,0,22,2,Female,Yes,3,4,4,Sales Executive
707,987,47,No,Research & Development,19,10,2,7,20,3,Male,Yes,3,4,2,Manufacturing Director
708,990,36,No,Sales,7,7,0,7,12,3,Male,No,3,3,2,Sales Executive
709,991,31,Yes,Research & Development,3,2,1,2,4,0,Male,Yes,4,2,1,Research Scientist
710,992,33,No,Sales,10,8,6,0,10,2,Male,No,3,3,4,Manager
711,994,29,Yes,Research & Development,0,0,0,0,3,5,Female,Yes,4,2,1,Research Scientist
712,995,33,No,Research & Development,3,2,0,2,5,4,Female,No,3,3,1,Research Scientist
713,996,45,No,Research & Development,5,3,0,2,8,2,Female,No,3,3,1,Laboratory Technician
714,997,50,No,Research & Development,5,4,1,3,32,1,Male,No,4,3,4,Research Director
715,998,33,No,Research & Development,6,5,1,2,6,2,Female,Yes,3,4,2,Healthcare Representative
716,999,41,No,Research & Development,18,16,0,11,21,2,Male,No,3,3,5,Research Director
717,1001,27,No,Research & Development,2,2,2,2,4,2,Female,No,3,3,1,Laboratory Technician
718,1002,45,No,Research & Development,9,8,0,8,9,2,Male,Yes,3,3,2,Laboratory Technician
719,1003,47,No,Sales,9,0,0,7,9,0,Female,Yes,3,3,2,Sales Executive
720,1004,30,Yes,Research & Development,5,2,0,1,7,2,Female,Yes,3,3,1,Research Scientist
721,1005,50,No,Research & Development,12,11,1,5,22,2,Male,Yes,3,3,4,Manufacturing Director
722,1006,38,No,Research & Development,2,1,0,2,3,0,Male,No,3,3,1,Research Scientist
723,1007,46,No,Research & Development,8,7,0,7,13,3,Male,No,3,3,3,Manufacturing Director
724,1009,24,No,Research & Development,4,2,3,2,5,6,Female,No,3,2,2,Manufacturing Director
725,1010,35,Yes,Research & Development,4,2,0,2,5,2,Male,Yes,4,2,1,Laboratory Technician
726,1011,31,No,Research & Development,4,3,0,3,4,1,Female,No,3,3,2,Manufacturing Director
727,1012,18,No,Research & Development,0,0,0,0,0,2,Male,No,3,3,1,Research Scientist
728,1013,54,No,Research & Development,10,7,0,8,22,2,Female,No,3,3,3,Manufacturing Director
729,1014,35,No,Research & Development,16,10,10,1,16,3,Female,Yes,3,3,3,Healthcare Representative
730,1015,30,No,Research & Development,8,7,1,7,9,4,Female,Yes,3,4,3,Research Director
731,1016,20,Yes,Research & Development,1,0,0,0,1,2,Female,Yes,3,2,1,Research Scientist
732,1017,30,Yes,Research & Development,3,2,1,2,4,3,Female,No,3,3,1,Laboratory Technician
733,1018,26,No,Research & Development,8,7,1,3,8,2,Male,No,3,4,2,Manufacturing Director
734,1019,22,No,Research & Development,4,3,1,1,4,3,Male,No,3,1,1,Laboratory Technician
735,1022,48,No,Research & Development,2,2,2,2,19,0,Male,No,3,2,2,Healthcare Representative
736,1024,48,No,Research & Development,15,11,4,8,27,3,Male,No,3,2,3,Healthcare Representative
737,1025,41,No,Research & Development,2,2,2,1,8,6,Female,No,3,3,2,Manufacturing Director
738,1026,39,No,Research & Development,21,6,11,8,21,3,Female,No,3,2,4,Manufacturing Director
739,1027,27,No,Research & Development,3,2,2,2,4,2,Female,No,3,3,2,Manufacturing Director
740,1028,35,No,Research & Development,3,2,1,2,3,4,Male,No,4,3,1,Laboratory Technician
741,1029,42,No,Sales,1,0,0,0,21,3,Male,No,3,3,5,Manager
742,1030,50,No,Research & Development,1,0,0,0,8,5,Male,No,3,3,1,Laboratory Technician
743,1032,59,No,Research & Development,5,3,4,3,30,4,Female,Yes,3,2,4,Manufacturing Director
744,1033,37,Yes,Research & Development,1,0,0,0,15,2,Female,No,3,1,2,Healthcare Representative
745,1034,55,No,Research & Development,8,7,6,7,17,3,Male,Yes,3,3,2,Healthcare Representative
746,1035,41,No,Research & Development,21,16,5,10,21,3,Female,No,4,1,5,Research Director
747,1036,38,No,Sales,1,0,0,0,19,1,Male,Yes,3,3,2,Sales Executive
748,1037,26,Yes,Sales,2,2,2,2,7,6,Male,No,3,1,2,Sales Executive
749,1038,52,Yes,Sales,32,14,6,9,33,3,Female,No,3,1,5,Manager
750,1039,44,No,Sales,12,11,11,11,23,2,Female,Yes,3,4,4,Sales Executive
751,1040,50,No,Sales,18,7,0,13,19,3,Female,No,3,3,2,Sales Executive
752,1042,36,Yes,Research & Development,17,13,15,14,18,1,Female,No,3,4,1,Laboratory Technician
753,1043,39,No,Research & Development,21,6,2,8,21,2,Female,Yes,3,3,3,Manufacturing Director
754,1044,33,No,Sales,2,2,2,2,3,2,Female,No,3,2,1,Sales Representative
755,1045,45,No,Sales,9,3,1,1,26,4,Female,No,3,3,4,Manager
756,1046,32,No,Research & Development,8,7,7,7,10,2,Female,No,3,3,1,Laboratory Technician
757,1047,34,No,Sales,15,1,0,9,16,2,Male,No,3,4,2,Sales Executive
758,1048,59,No,Sales,6,4,0,4,14,1,Male,Yes,3,3,3,Manager
759,1049,45,No,Human Resources,6,3,0,4,6,3,Male,No,3,3,1,Human Resources
760,1050,53,No,Sales,15,7,6,12,30,2,Female,No,3,2,3,Sales Executive
761,1052,36,Yes,Research & Development,1,0,0,0,9,3,Male,No,3,3,2,Laboratory Technician
762,1053,26,Yes,Research & Development,3,2,1,2,6,2,Male,Yes,3,3,1,Research Scientist
763,1055,34,No,Sales,1,1,0,0,1,2,Female,Yes,3,3,1,Sales Representative
764,1056,28,No,Sales,1,0,0,0,1,5,Male,No,4,3,1,Sales Representative
765,1060,38,No,Research & Development,2,2,2,2,8,2,Male,No,3,3,1,Research Scientist
766,1061,50,No,Research & Development,8,1,7,7,29,2,Male,Yes,3,3,5,Research Director
767,1062,37,No,Research & Development,4,3,0,1,8,3,Female,No,3,3,2,Healthcare Representative
768,1066,40,No,Sales,7,7,7,5,8,3,Male,No,3,3,2,Sales Executive
769,1068,26,No,Research & Development,5,3,1,3,5,5,Female,No,3,2,1,Research Scientist
770,1069,46,No,Research & Development,2,2,2,2,23,0,Male,No,3,3,5,Research Director
771,1070,54,No,Sales,9,4,7,0,13,4,Female,No,3,2,3,Sales Executive
772,1071,56,No,Research & Development,5,4,0,3,18,4,Female,No,3,3,1,Research Scientist
773,1073,36,No,Research & Development,14,8,7,8,15,2,Female,No,3,2,3,Manufacturing Director
774,1074,55,No,Research & Development,9,7,6,2,31,3,Male,No,3,2,4,Manager
775,1076,43,No,Sales,1,0,0,0,18,5,Male,No,3,2,3,Sales Executive
776,1077,20,Yes,Sales,2,2,0,2,2,3,Female,Yes,3,3,1,Sales Representative
777,1079,21,Yes,Research & Development,1,0,1,0,1,6,Female,No,3,2,1,Laboratory Technician
778,1080,46,No,Research & Development,16,13,1,7,19,2,Female,Yes,4,2,2,Research Scientist
779,1081,51,Yes,Research & Development,10,0,2,7,18,2,Male,Yes,3,3,1,Research Scientist
780,1082,28,Yes,Research & Development,10,7,1,9,10,2,Male,No,3,2,3,Healthcare Representative
781,1083,26,No,Research & Development,5,3,1,3,6,2,Male,No,3,2,1,Laboratory Technician
782,1084,30,No,Research & Development,6,2,0,2,7,1,Male,No,3,3,2,Manufacturing Director
783,1085,41,No,Research & Development,10,6,0,8,10,3,Female,No,3,4,1,Research Scientist
784,1088,38,No,Research & Development,19,9,1,9,20,4,Female,No,3,2,3,Healthcare Representative
785,1092,40,No,Research & Development,11,10,11,1,14,6,Male,No,4,3,3,Healthcare Representative
786,1094,27,No,Research & Development,3,2,1,2,3,4,Male,No,3,1,1,Laboratory Technician
787,1096,55,No,Research & Development,3,2,1,2,23,4,Male,No,3,3,3,Manufacturing Director
788,1097,28,No,Research & Development,8,7,1,7,10,4,Female,No,3,3,2,Research Scientist
789,1098,44,Yes,Human Resources,20,6,3,6,24,1,Male,No,3,2,3,Human Resources
790,1099,33,No,Research & Development,3,2,1,2,9,2,Male,No,3,2,3,Healthcare Representative
791,1100,35,Yes,Sales,8,7,4,7,9,2,Male,Yes,4,3,3,Sales Executive
792,1101,33,Yes,Research & Development,13,7,3,8,14,4,Female,No,4,2,2,Research Scientist
793,1102,28,No,Research & Development,4,2,2,2,4,5,Male,No,3,3,1,Laboratory Technician
794,1103,34,No,Research & Development,6,2,0,4,7,1,Male,No,3,3,2,Healthcare Representative
795,1105,37,No,Sales,1,0,0,0,8,5,Female,Yes,3,2,2,Sales Executive
796,1106,25,Yes,Research & Development,7,7,5,6,7,3,Male,Yes,3,3,1,Laboratory Technician
797,1107,26,Yes,Research & Development,1,1,0,0,1,0,Male,No,4,3,1,Laboratory Technician
798,1108,33,Yes,Research & Development,2,2,2,2,5,0,Male,Yes,4,2,1,Research Scientist
799,1109,42,No,Research & Development,22,6,13,7,23,3,Male,No,3,3,4,Manager
800,1111,28,Yes,Research & Development,1,0,0,0,1,2,Male,No,3,2,1,Laboratory Technician
801,1113,50,Yes,Sales,0,0,0,0,5,4,Male,Yes,3,3,2,Sales Executive
802,1114,33,No,Sales,3,2,0,2,4,3,Female,No,3,3,2,Sales Executive
803,1115,34,No,Research & Development,0,0,0,0,6,2,Male,No,3,2,1,Research Scientist
804,1116,48,No,Research & Development,5,4,2,1,27,3,Male,No,4,4,4,Manager
805,1117,45,No,Sales,15,10,4,12,15,2,Female,No,3,2,2,Sales Executive
806,1118,52,No,Research & Development,8,6,4,0,18,4,Male,No,3,3,3,Healthcare Representative
807,1119,38,No,Sales,8,7,2,7,9,2,Male,Yes,3,2,3,Sales Executive
808,1120,29,No,Research & Development,7,5,1,7,11,1,Female,No,4,3,1,Research Scientist
809,1121,28,No,Research & Development,9,7,1,7,10,3,Female,No,3,3,3,Manufacturing Director
810,1124,46,No,Sales,12,9,4,9,23,3,Male,No,3,3,4,Manager
811,1125,38,No,Sales,1,0,0,0,10,2,Male,No,3,3,3,Sales Executive
812,1126,43,No,Research & Development,8,7,0,1,18,1,Female,No,3,3,3,Manufacturing Director
813,1127,39,Yes,Research & Development,18,7,11,5,21,4,Male,No,3,3,4,Healthcare Representative
814,1128,40,No,Research & Development,20,7,4,9,21,2,Male,No,3,2,5,Research Director
815,1131,21,No,Research & Development,2,2,2,2,2,6,Female,Yes,3,2,1,Research Scientist
816,1132,39,No,Research & Development,5,4,0,3,9,2,Male,No,3,3,2,Laboratory Technician
817,1133,36,No,Research & Development,11,9,0,9,18,0,Male,No,4,3,2,Manufacturing Director
818,1135,31,No,Sales,2,2,2,2,3,4,Male,No,3,4,1,Sales Representative
819,1136,28,No,Research & Development,5,3,0,4,6,2,Male,No,3,2,1,Research Scientist
820,1137,35,No,Sales,5,2,0,2,5,3,Male,No,3,3,2,Sales Executive
821,1138,49,No,Sales,9,8,2,3,22,3,Male,No,3,2,4,Sales Executive
822,1140,34,No,Research & Development,3,2,0,2,5,3,Male,No,3,3,2,Manufacturing Director
823,1143,29,No,Research & Development,7,5,1,1,8,2,Female,No,3,3,1,Research Scientist
824,1148,42,No,Research & Development,1,0,0,0,16,3,Male,No,3,1,2,Laboratory Technician
825,1150,29,No,Research & Development,10,7,1,2,10,2,Male,Yes,3,2,2,Manufacturing Director
826,1152,38,No,Human Resources,7,6,5,0,7,2,Male,No,3,4,1,Human Resources
827,1154,28,No,Research & Development,3,1,0,2,3,2,Male,Yes,3,2,1,Research Scientist
828,1156,18,Yes,Research & Development,0,0,0,0,0,0,Male,No,3,3,1,Laboratory Technician
829,1157,33,Yes,Sales,5,2,0,3,6,3,Female,Yes,3,3,2,Sales Executive
830,1158,41,No,Research & Development,1,0,0,0,6,4,Male,Yes,3,3,1,Laboratory Technician
831,1160,31,Yes,Research & Development,2,2,2,2,2,5,Male,No,3,3,1,Laboratory Technician
832,1161,37,No,Research & Development,6,2,1,3,9,2,Female,No,3,2,2,Healthcare Representative
833,1162,27,No,Research & Development,4,2,2,2,4,0,Male,No,3,2,1,Research Scientist
834,1163,34,No,Sales,6,5,1,3,6,3,Female,No,4,3,2,Sales Executive
835,1164,35,No,Human Resources,5,4,1,4,6,2,Male,No,3,3,1,Human Resources
836,1165,29,Yes,Sales,11,8,3,10,11,3,Female,No,3,2,3,Sales Executive
837,1166,40,No,Research & Development,18,7,2,13,20,3,Female,No,3,3,3,Research Director
838,1167,42,Yes,Sales,21,9,13,14,22,2,Male,Yes,3,3,4,Sales Executive
839,1171,42,No,Sales,6,4,1,5,9,3,Male,No,3,3,2,Sales Executive
840,1172,35,No,Research & Development,8,0,1,7,10,2,Male,No,3,2,1,Laboratory Technician
841,1173,24,No,Research & Development,4,3,1,2,6,2,Male,No,4,3,1,Laboratory Technician
842,1175,28,Yes,Research & Development,1,1,0,0,1,4,Female,Yes,3,3,1,Laboratory Technician
843,1177,26,No,Research & Development,8,7,0,7,8,2,Male,No,4,4,1,Laboratory Technician
844,1179,30,No,Sales,10,3,1,4,10,3,Male,No,3,2,2,Sales Executive
845,1180,40,No,Research & Development,1,1,0,0,16,3,Female,Yes,3,2,2,Research Scientist
846,1182,35,No,Research & Development,7,7,6,4,15,2,Male,No,3,2,3,Manufacturing Director
847,1184,34,No,Research & Development,13,9,4,9,14,3,Male,No,4,2,2,Healthcare Representative
848,1185,35,No,Research & Development,2,2,2,2,2,2,Male,No,3,2,1,Laboratory Technician
849,1188,43,Yes,Sales,4,3,1,3,7,2,Female,No,3,1,2,Sales Executive
850,1190,32,No,Sales,1,0,0,0,1,3,Female,No,3,3,1,Sales Representative
851,1191,56,No,Research & Development,5,2,4,2,28,2,Female,No,3,3,5,Manager
852,1192,29,No,Research & Development,10,8,0,8,10,5,Female,No,3,3,1,Laboratory Technician
853,1193,19,No,Research & Development,1,1,0,0,1,4,Male,No,4,3,1,Research Scientist
854,1195,45,No,Research & Development,3,2,0,2,7,2,Female,Yes,3,3,1,Research Scientist
855,1196,37,No,Research & Development,14,8,3,11,14,2,Female,No,3,2,2,Manufacturing Director
856,1198,20,No,Research & Development,2,2,1,2,2,2,Male,No,3,2,1,Laboratory Technician
857,1200,44,Yes,Research & Development,6,4,0,2,6,4,Male,Yes,3,3,1,Research Scientist
858,1201,53,No,Research & Development,7,7,4,7,26,6,Female,No,3,3,5,Manager
859,1202,29,No,Research & Development,5,4,1,3,6,2,Female,Yes,3,1,1,Research Scientist
860,1203,22,Yes,Research & Development,0,0,0,0,1,5,Male,Yes,3,2,1,Research Scientist
861,1204,46,No,Sales,26,15,15,9,28,2,Female,No,4,3,4,Manager
862,1206,44,No,Research & Development,0,0,0,0,6,3,Male,No,3,1,1,Research Scientist
863,1207,33,No,Human Resources,5,4,1,4,5,2,Male,No,3,3,1,Human Resources
864,1210,41,Yes,Research & Development,1,0,0,0,5,2,Male,No,3,2,1,Research Scientist
865,1211,30,No,Sales,4,3,0,3,8,3,Male,No,3,3,2,Sales Executive
866,1212,40,No,Sales,0,0,0,0,5,2,Male,No,3,3,2,Sales Executive
867,1215,50,No,Research & Development,2,2,2,2,32,3,Female,No,4,3,4,Manager
868,1216,28,No,Research & Development,6,5,3,3,6,2,Male,No,3,2,1,Laboratory Technician
869,1217,46,No,Research & Development,4,2,0,3,25,2,Male,No,3,3,5,Research Director
870,1218,35,No,Sales,7,7,1,7,15,2,Male,Yes,3,3,2,Sales Executive
871,1219,24,Yes,Research & Development,1,0,0,0,1,3,Female,No,3,3,1,Laboratory Technician
872,1220,33,No,Sales,10,7,0,1,10,3,Female,No,3,3,2,Sales Executive
873,1221,36,No,Research & Development,7,7,1,7,7,4,Male,No,3,1,1,Laboratory Technician
874,1224,30,No,Research & Development,10,7,8,9,10,4,Male,No,3,3,2,Laboratory Technician
875,1225,44,No,Research & Development,20,11,13,17,20,3,Male,No,4,3,2,Research Scientist
876,1226,20,No,Sales,2,1,2,2,2,2,Male,No,3,4,1,Sales Representative
877,1228,46,No,Research & Development,6,3,1,4,12,3,Male,No,3,3,2,Manufacturing Director
878,1231,42,No,Human Resources,4,3,0,3,10,3,Male,No,3,4,2,Human Resources
879,1233,60,No,Sales,11,7,1,9,12,3,Male,Yes,3,4,2,Sales Executive
880,1234,32,No,Research & Development,2,2,2,2,2,2,Female,No,4,2,1,Laboratory Technician
881,1235,32,No,Research & Development,8,7,0,7,10,2,Female,Yes,3,3,2,Research Scientist
882,1237,36,No,Research & Development,7,7,7,7,17,2,Female,Yes,4,1,3,Manufacturing Director
883,1238,33,No,Research & Development,14,10,4,10,15,5,Male,No,3,3,1,Research Scientist
884,1239,40,No,Sales,5,1,1,3,7,2,Female,No,3,2,2,Sales Executive
885,1240,25,No,Sales,4,3,1,1,5,4,Male,No,3,3,2,Sales Executive
886,1241,30,No,Research & Development,11,9,5,7,12,2,Male,Yes,4,3,1,Research Scientist
887,1242,42,No,Research & Development,1,0,0,0,20,6,Female,Yes,3,3,3,Research Director
888,1243,35,No,Sales,13,2,4,12,16,6,Female,Yes,3,2,3,Sales Executive
889,1244,27,No,Research & Development,9,7,6,8,9,3,Male,Yes,3,3,1,Research Scientist
890,1245,54,No,Research & Development,5,4,1,4,33,2,Female,No,3,3,3,Manufacturing Director
891,1246,44,No,Research & Development,10,5,7,7,10,5,Female,No,3,4,1,Research Scientist
892,1248,19,Yes,Research & Development,1,1,0,0,1,2,Female,Yes,4,2,1,Research Scientist
893,1249,29,No,Research & Development,3,2,1,2,3,5,Female,No,3,3,1,Research Scientist
894,1250,54,No,Research & Development,10,9,0,9,36,2,Male,No,3,3,4,Research Director
895,1251,31,No,Research & Development,6,5,0,1,6,2,Male,Yes,3,3,2,Healthcare Representative
896,1252,31,No,Research & Development,10,9,1,8,10,2,Female,No,3,2,2,Healthcare Representative
897,1254,59,No,Sales,6,1,0,5,13,2,Female,No,3,2,2,Sales Executive
898,1255,43,No,Research & Development,8,7,0,7,25,2,Male,No,3,1,5,Research Director
899,1256,49,No,Research & Development,1,0,0,0,23,2,Male,No,3,2,5,Manager
900,1257,36,No,Research & Development,11,10,0,7,12,2,Male,No,3,3,1,Research Scientist
901,1258,48,No,Research & Development,1,0,0,0,7,4,Male,No,3,4,1,Laboratory Technician
902,1259,27,No,Research & Development,5,3,0,3,5,2,Male,No,3,3,1,Research Scientist
903,1260,29,No,Research & Development,6,0,1,0,6,2,Male,Yes,3,3,2,Healthcare Representative
904,1263,48,No,Research & Development,1,0,0,0,25,3,Male,No,3,2,5,Research Director
905,1264,29,No,Research & Development,7,7,1,7,9,2,Female,No,3,2,4,Research Director
906,1265,34,No,Research & Development,1,0,0,0,2,5,Female,No,3,4,1,Research Scientist
907,1267,44,No,Sales,22,9,3,10,26,5,Male,No,3,3,5,Manager
908,1268,33,No,Sales,9,8,0,8,10,3,Male,Yes,3,4,3,Sales Executive
909,1269,19,No,Research & Development,1,0,0,1,1,2,Female,Yes,3,4,1,Research Scientist
910,1270,23,No,Research & Development,1,0,0,1,1,2,Male,No,4,3,1,Research Scientist
911,1273,25,Yes,Sales,1,0,1,0,1,4,Male,Yes,3,1,1,Sales Representative
912,1275,26,No,Research & Development,8,5,2,2,8,2,Male,Yes,4,3,1,Research Scientist
913,1277,45,Yes,Sales,24,10,1,11,26,2,Female,Yes,3,1,5,Manager
914,1278,55,No,Research & Development,33,9,15,0,34,3,Male,Yes,3,2,4,Healthcare Representative
915,1279,21,Yes,Research & Development,2,2,2,2,2,2,Female,No,4,2,1,Laboratory Technician
916,1280,46,No,Sales,11,4,0,8,26,2,Female,No,3,2,5,Manager
917,1281,34,No,Sales,3,2,0,2,4,3,Female,Yes,3,3,2,Sales Executive
918,1282,51,No,Sales,29,10,11,10,31,5,Male,Yes,4,3,5,Manager
919,1283,59,No,Research & Development,9,7,5,4,25,6,Male,No,3,3,3,Manufacturing Director
920,1285,34,No,Research & Development,11,8,5,10,15,2,Female,No,3,3,2,Laboratory Technician
921,1286,28,No,Research & Development,4,2,0,2,5,2,Male,Yes,3,3,1,Laboratory Technician
922,1288,44,No,Research & Development,25,9,14,13,26,4,Male,No,3,4,5,Manager
923,1289,34,No,Human Resources,10,9,1,8,14,5,Male,No,3,2,2,Human Resources
